Unique #,Length,Tagging_Location,Freq,Code,Freq_Code,Survey,Date,Sig,Status,Latitude,Longitude,Date_Original,Notes,Survey_Period,Use,Located_1,Located_2,Located_3
12,330,Colville,151.4,12,400_12,0,7/23/2019,0,Tagged,69.3675,-152.0869,7/27/2019, ,Tagging 2019,1,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,1,10/18/2019,53,TM,69.3517,-152.1608,10/18/2019, ,Fall 2019,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,2,4/25/2020,188,TM,69.3492,-152.1506,4/25/2020, ,Winter 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,3,6/3/2020,26,TM,69.3571,-152.1679,6/3/2020, ,Spring 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,3,6/3/2020,37,TM,69.3521,-152.1437,6/12/2020, ,Spring 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,4,7/30/2020,24,TM,69.3531,-152.1506,7/30/2020, ,Summer 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,4,7/30/2020,13,TM,69.3519,-152.1419,8/11/2020, ,Summer 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,5,10/11/2020,23,TM,69.3508,-152.1386,10/11/2020, ,Fall 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,6,4/15/2021,48,TM,69.3675,-152.1664,4/15/2021, ,Winter 2021,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,7,6/14/2021,18,TM,69.3565,-152.1452,6/14/2021, ,Spring 2021,0,Colville US Anaktuvuk,Upper Colville,Colville
12,330,Colville,151.4,12,400_12,8,8/13/2021,31,TM,69.3553,-152.1267,8/13/2021, ,Summer 2021,0,Colville US Anaktuvuk,Upper Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,0,7/23/2019,0,Tagged,69.604,-152.7196,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
13,343,Kikiakrorak,151.4,13,400_13,1,10/18/2019,71,A,69.9687,-151.5975,10/18/2019,Colville between kik and kog,Fall 2019,1,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,2,4/25/2020,50,A,70.0782,-151.5017,4/25/2020,Big bend,Winter 2020,1,NFA,Lower Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,3,6/3/2020,81,A,69.901,-151.5307,6/3/2020,Colville upstream of Kog mouth,Spring 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,3,6/3/2020,66,A,69.7542,-151.4654,6/12/2020,Colville between Anktuvak and Kik,Spring 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,4,7/30/2020,79,D,69.7811,-151.5198,7/30/2020, ,Summer 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,4,7/30/2020,75,DD,69.7759,-151.498,8/11/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,5,10/11/2020,109,DD,69.7861,-151.5258,10/11/2020, ,Fall 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,6,4/15/2021,116,DD,69.7849,-151.5163,4/15/2021, ,Winter 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,7,6/14/2021,64,DD,69.7887,-151.5075,6/14/2021, ,Spring 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
13,343,Kikiakrorak,151.4,13,400_13,8,8/13/2021,85,DD,69.7845,-151.5198,8/13/2021, ,Summer 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
14,345,Kikiakrorak,151.4,14,400_14,0,7/23/2019,0,Tagged,69.6679,-152.6031,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
14,345,Kikiakrorak,151.4,14,400_14,1,10/18/2019,104,A,69.897,-151.7553,10/18/2019,Downstream lower Kik,Fall 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
14,345,Kikiakrorak,151.4,14,400_14,3,6/3/2020,86,A,70.0119,-151.5626,6/3/2020,DS of Kik,Spring 2020,0,NFA,Lower Colville,Colville
14,345,Kikiakrorak,151.4,14,400_14,3,6/3/2020,69,A,69.8338,-151.5314,6/12/2020,"Colvill upstream of Kog mouth, and die",Spring 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
14,345,Kikiakrorak,151.4,14,400_14,4,7/30/2020,59,DD,69.8309,-151.5369,7/30/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
14,345,Kikiakrorak,151.4,14,400_14,4,7/30/2020,60,DD,69.8287,-151.505,8/11/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
14,345,Kikiakrorak,151.4,14,400_14,5,10/11/2020,65,DD,69.8318,-151.5408,10/11/2020, ,Fall 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
14,345,Kikiakrorak,151.4,14,400_14,6,4/15/2021,87,DD,69.8565,-151.5385,4/15/2021, ,Winter 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
15,348,Kikiakrorak,151.4,15,400_15,0,7/23/2019,0,Tagged,69.604,-152.7196,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,1,10/18/2019,85,D,69.9515,-151.7342,10/18/2019,Lower kik,Fall 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,2,4/25/2020,119,DD,69.9613,-151.7177,4/25/2020, ,Winter 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,3,6/3/2020,87,DD,69.9645,-151.7019,6/3/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,3,6/3/2020,108,DD,69.9621,-151.7204,6/12/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,4,7/30/2020,122,DD,69.9624,-151.7242,7/30/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,4,7/30/2020,96,DD,69.9494,-151.7303,8/11/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,5,10/11/2020,86,DD,69.9702,-151.6935,10/11/2020, ,Fall 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,6,4/15/2021,118,DD,69.9565,-151.6988,4/15/2021, ,Winter 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,7,6/14/2021,81,DD,69.9605,-151.6961,6/14/2021, ,Spring 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
15,348,Kikiakrorak,151.4,15,400_15,8,8/13/2021,120,DD,69.9626,-151.7244,8/13/2021, ,Summer 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
16,328,Kikiakrorak,151.4,16,400_16,0,7/23/2019,0,Tagged,69.6679,-152.6031,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
16,328,Kikiakrorak,151.4,16,400_16,1,10/18/2019,119,A,69.8459,-151.8882,10/18/2019,Half way down Kik,Fall 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
16,328,Kikiakrorak,151.4,16,400_16,2,4/25/2020,90,A,69.8761,-151.5304,4/25/2020,Colville upstream of Kog mouth,Winter 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,3,6/3/2020,91,A,70.0341,-151.5585,6/3/2020,Downstream to Big Bend,Spring 2020,0,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,3,6/3/2020,52,A,70.0152,-151.441,6/12/2020,Move to Big bend alt channel,Spring 2020,1,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,4,7/30/2020,80,D,70.0463,-151.3526,7/30/2020,Downstream of Big bend,Summer 2020,0,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,4,7/30/2020,73,DD,70.0451,-151.347,8/11/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,5,10/11/2020,77,DD,70.0505,-151.3606,10/11/2020, ,Fall 2020,0,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,6,4/15/2021,94,DD,70.0503,-151.3521,4/15/2021, ,Winter 2021,0,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,8,8/13/2021,75,DD,70.0424,-151.3431,8/13/2021, ,Summer 2021,0,NFA,Lower Colville,Colville
16,328,Kikiakrorak,151.4,16,400_16,10,6/16/2022,44,DD,69.6437,-151.8732,6/16/2022, ,Spring 2022,0,Kogosukruk,Other Colville Tribs,Other Colville Tribs
17,331,Tuluga,151.4,17,400_17,0,7/23/2019,0,Tagged,68.9284,-151.5461,7/28/2019, ,Tagging 2019,1,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,1,10/18/2019,118,TM,68.9684,-151.5025,10/18/2019, ,Fall 2019,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,2,4/25/2020,99,TM,68.9736,-151.4438,4/25/2020, ,Winter 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,3,6/3/2020,111,TM,68.9686,-151.4926,6/3/2020, ,Spring 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,3,6/3/2020,88,TM,68.9621,-151.4952,6/12/2020, ,Spring 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,4,7/30/2020,117,TM,68.9669,-151.4958,7/30/2020, ,Summer 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,4,7/30/2020,118,TM,68.9688,-151.495,8/11/2020, ,Summer 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,5,10/11/2020,107,TM,68.9691,-151.4887,10/11/2020, ,Fall 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,6,4/15/2021,80,TM,68.9661,-151.4716,4/15/2021, ,Winter 2021,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,7,6/14/2021,121,TM,68.9667,-151.4997,6/14/2021, ,Spring 2021,0,Taluga,Upper Anaktuvuk,Anaktuvuk
17,331,Tuluga,151.4,17,400_17,8,8/13/2021,114,TM,68.9684,-151.4953,8/13/2021, ,Summer 2021,0,Taluga,Upper Anaktuvuk,Anaktuvuk
18,335,Colville,151.4,18,400_18,0,7/23/2019,0,Tagged,69.3675,-152.0869,7/27/2019, ,Tagging 2019,1,Colville US Anaktuvuk,Upper Colville,Colville
18,335,Colville,151.4,18,400_18,1,10/18/2019,24,A,70.0271,-151.5412,10/18/2019, ,Fall 2019,1,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,2,4/25/2020,31,D,70.0148,-151.5685,4/25/2020, ,Winter 2020,1,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,3,6/3/2020,37,DD,70.0304,-151.5568,6/3/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,3,6/3/2020,80,DD,70.028,-151.4897,6/12/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,4,7/30/2020,45,DD,70.0138,-151.5195,7/30/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,4,7/30/2020,102,DD,70.0152,-151.493,8/11/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,5,10/11/2020,145,DD,70.0175,-151.5056,10/11/2020, ,Fall 2020,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,6,4/15/2021,299,DD,70.0199,-151.5647,4/15/2021, ,Winter 2021,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,7,6/14/2021,63,DD,70.016,-151.5194,6/14/2021, ,Spring 2021,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,8,8/13/2021,100,DD,70.0092,-151.5206,8/13/2021, ,Summer 2021,0,NFA,Lower Colville,Colville
18,335,Colville,151.4,18,400_18,10,6/16/2022,7,DD,70.0699,-152.2744,6/16/2022, ,Spring 2022,0,Out of Drainage,Out of Drainage,Out of Drainage
19,363,Kikiakrorak,151.4,19,400_19,0,7/23/2019,0,Tagged,69.6679,-152.6031,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,1,10/18/2019,74,A,70.0049,-151.6186,10/18/2019,Colville at Kik mouth,Fall 2019,1,NFA,Lower Colville,Colville
19,363,Kikiakrorak,151.4,19,400_19,3,6/3/2020,93,A,69.6818,-152.5607,6/3/2020,"Upper kik,",Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,3,6/3/2020,96,A,69.6644,-152.6021,6/12/2020,Upper Kik,Spring 2020,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,4,7/30/2020,119,A,69.6665,-152.6018,7/30/2020,Doesn’t move,Summer 2020,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,4,7/30/2020,99,D,69.6634,-152.5985,8/11/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,5,10/11/2020,100,DD,69.6622,-152.6085,10/11/2020, ,Fall 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,6,4/15/2021,126,DD,69.6671,-152.5877,4/15/2021, ,Winter 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,7,6/14/2021,91,DD,69.6681,-152.6015,6/14/2021, ,Spring 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,8,8/13/2021,110,DD,69.6693,-152.5966,8/13/2021, ,Summer 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
19,363,Kikiakrorak,151.4,19,400_19,10,6/16/2022,29,DD,70.1072,-152.5093,6/16/2022, ,Spring 2022,0,Out of Drainage,Out of Drainage,Out of Drainage
20,365,Kikiakrorak,151.4,20,400_20,0,7/23/2019,0,Tagged,69.604,-152.7196,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,1,10/18/2019,129,TM,69.6156,-152.7068,10/18/2019, ,Fall 2019,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,2,4/25/2020,122,TM,69.6151,-152.7061,4/25/2020, ,Winter 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,3,6/3/2020,134,TM,69.6185,-152.7093,6/3/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,3,6/3/2020,121,TM,69.617,-152.705,6/12/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,4,7/30/2020,126,TM,69.6153,-152.7059,7/30/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,4,7/30/2020,113,TM,69.6158,-152.7247,8/11/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,5,10/11/2020,86,TM,69.6383,-152.6793,10/11/2020, ,Fall 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,6,4/15/2021,64,TM,69.6632,-152.6015,4/15/2021, ,Winter 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,7,6/14/2021,123,TM,69.6185,-152.7068,6/14/2021, ,Spring 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
20,365,Kikiakrorak,151.4,20,400_20,8,8/13/2021,117,TM,69.6171,-152.6964,8/13/2021, ,Summer 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
21,395,Nuiqsut,151.4,21,400_21,0,7/23/2019,0,Tagged,70.1499,-150.9386,10/27/2019, ,Tagging 2019,1,NFA,Lower Colville,Colville
21,395,Nuiqsut,151.4,21,400_21,3,6/3/2020,98,A,69.6967,-151.0343,6/3/2020,US Itkillik,Spring 2020,1,Upper Itkillik,Itkillik,Itkillik
21,395,Nuiqsut,151.4,21,400_21,3,6/3/2020,57,A,69.9178,-150.857,6/12/2020,DS,Spring 2020,0,Lower Itkillik,Itkillik,Itkillik
21,395,Nuiqsut,151.4,21,400_21,4,7/30/2020,90,A,69.6235,-151.0802,7/30/2020,US Itkillik,Summer 2020,1,Upper Itkillik,Itkillik,Itkillik
21,395,Nuiqsut,151.4,21,400_21,4,7/30/2020,86,A,69.6225,-151.0864,8/11/2020, ,Summer 2020,0,Upper Itkillik,Itkillik,Itkillik
21,395,Nuiqsut,151.4,21,400_21,5,10/11/2020,56,D,69.9462,-150.8331,10/11/2020,DS lower Itkillik,Fall 2020,1,Lower Itkillik,Itkillik,Itkillik
21,395,Nuiqsut,151.4,21,400_21,8,8/13/2021,42,DD,69.311,-151.5092,8/13/2021, ,Summer 2021,0,Kutchiik,Other Colville Tribs,Other Colville Tribs
22,324,Tuluga,151.4,22,400_22,0,7/23/2019,0,Tagged,68.9313,-151.5453,7/28/2019, ,Tagging 2019,1,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,1,10/18/2019,104,D,69.0724,-151.233,10/18/2019, ,Fall 2019,1,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,2,4/25/2020,103,DD,69.0709,-151.2241,4/25/2020, ,Winter 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,3,6/3/2020,99,DD,69.0745,-151.2315,6/3/2020, ,Spring 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,3,6/3/2020,96,DD,69.0791,-151.225,6/12/2020, ,Spring 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,4,7/30/2020,113,DD,69.07,-151.2312,7/30/2020, ,Summer 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,4,7/30/2020,123,DD,69.0736,-151.2354,8/11/2020, ,Summer 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,5,10/11/2020,119,DD,69.0757,-151.2339,10/11/2020, ,Fall 2020,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,6,4/15/2021,116,DD,69.0763,-151.2601,4/15/2021, ,Winter 2021,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,7,6/14/2021,96,DD,69.0734,-151.236,6/14/2021, ,Spring 2021,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,8,8/13/2021,130,DD,69.0749,-151.229,8/13/2021, ,Summer 2021,0,Taluga,Upper Anaktuvuk,Anaktuvuk
22,324,Tuluga,151.4,22,400_22,10,6/16/2022,64,DD,69.4264,-151.1192,6/16/2022, ,Spring 2022,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
23,331,Kikiakrorak,151.4,23,400_23,0,7/23/2019,0,Tagged,69.604,-152.7196,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,1,10/18/2019,89,TM,69.616,-152.7062,10/18/2019, ,Fall 2019,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,2,4/25/2020,131,TM,69.6148,-152.7008,4/25/2020, ,Winter 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,3,6/3/2020,105,TM,69.6171,-152.7115,6/3/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,3,6/3/2020,110,TM,69.6156,-152.7053,6/12/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,4,7/30/2020,129,TM,69.6161,-152.7031,7/30/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,4,7/30/2020,91,TM,69.6141,-152.7272,8/11/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,5,10/11/2020,50,TM,69.5998,-152.7384,10/11/2020, ,Fall 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,6,4/15/2021,55,TM,69.5982,-152.6422,4/15/2021, ,Winter 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,7,6/14/2021,80,TM,69.6185,-152.7068,6/14/2021, ,Spring 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
23,331,Kikiakrorak,151.4,23,400_23,8,8/13/2021,86,TM,69.6163,-152.698,8/13/2021, ,Summer 2021,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
24,340,Itkillik,151.4,24,400_24,0,7/23/2019,0,Tagged,69.3017,-150.5936,9/22/2019, ,Tagging 2019,1,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,1,10/18/2019,111,A,69.3044,-150.6189,10/18/2019,Downstream,Fall 2019,1,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,2,4/25/2020,93,A,69.303,-150.617,4/25/2020, ,Winter 2020,1,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,3,6/3/2020,99,A,69.2603,-150.5513,6/3/2020,"Upstream, and 4.9 km upstream from tagging location",Spring 2020,1,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,3,6/3/2020,104,A,69.3356,-150.6294,6/12/2020,Downstream,Spring 2020,0,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,4,7/30/2020,113,A,69.3564,-150.6214,7/30/2020,Downstream,Summer 2020,0,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,4,7/30/2020,75,D,69.3547,-150.6412,8/11/2020, ,Summer 2020,1,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,5,10/11/2020,101,DD,69.358,-150.6331,10/11/2020, ,Fall 2020,0,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,6,4/15/2021,95,DD,69.3531,-150.6254,4/15/2021, ,Winter 2021,0,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,7,6/14/2021,96,DD,69.3555,-150.6333,6/14/2021, ,Spring 2021,0,Upper Itkillik,Itkillik,Itkillik
24,340,Itkillik,151.4,24,400_24,8,8/13/2021,102,DD,69.3558,-150.6248,8/13/2021, ,Summer 2021,0,Upper Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,0,7/23/2019,0,Tagged,70.1499,-150.9386,10/26/2019, ,Tagging 2019,1,NFA,Lower Colville,Colville
25,356,Nuiqsut,151.4,25,400_25,2,4/25/2020,62,A,70.1078,-150.9826,4/25/2020,Colville US Itkilik,Winter 2020,1,NFA,Lower Colville,Colville
25,356,Nuiqsut,151.4,25,400_25,3,6/3/2020,117,A,70.001,-150.8825,6/3/2020,Lower Itkllik,Spring 2020,1,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,3,6/3/2020,68,A,69.8994,-150.859,6/12/2020,US,Spring 2020,0,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,4,7/30/2020,55,A,69.859,-150.8539,7/30/2020,US,Summer 2020,1,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,4,7/30/2020,106,A,69.8861,-150.7526,8/11/2020,DS,Summer 2020,0,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,5,10/11/2020,94,D,69.8722,-150.7852,10/11/2020, ,Fall 2020,1,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,6,4/15/2021,90,DD,69.8767,-150.8741,4/15/2021, ,Winter 2021,0,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,7,6/14/2021,55,DD,69.8392,-150.8066,6/14/2021, ,Spring 2021,0,Lower Itkillik,Itkillik,Itkillik
25,356,Nuiqsut,151.4,25,400_25,8,8/13/2021,41,DD,69.3698,-152.1417,8/13/2021, ,Summer 2021,0,Colville US Anaktuvuk,Upper Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,0,7/23/2019,0,Tagged,70.1499,-150.9386,10/27/2019, ,Tagging 2019,1,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,3,6/3/2020,59,TM,70.1274,-151.0076,6/3/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,3,6/3/2020,64,TM,70.132,-151.0089,6/12/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,4,7/30/2020,63,TM,70.1323,-151.0151,7/30/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,5,10/11/2020,63,TM,70.1372,-151.0043,10/11/2020, ,Fall 2020,0,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,6,4/15/2021,87,TM,70.1383,-150.9913,4/15/2021, ,Winter 2021,0,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,7,6/14/2021,57,TM,70.1411,-150.9815,6/14/2021, ,Spring 2021,0,NFA,Lower Colville,Colville
27,330,Nuiqsut,151.4,27,400_27,8,8/13/2021,73,TM,70.1385,-150.9899,8/13/2021, ,Summer 2021,0,NFA,Lower Colville,Colville
