Unique #,Length,Tagging_Location,Freq,Code,Freq_Code,Survey,Date,Sig,Status,Latitude,Longitude,Date_Original,Notes,Survey_Period,Use,Located_1,Located_2,Located_3
54,327,Kutchik,151.4,54,400_54,5,10/11/2020,53,DD,69.5524,-151.4787,10/11/2020, ,Fall 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
54,327,Kutchik,151.4,54,400_54,6,4/15/2021,77,DD,69.5534,-151.4603,4/15/2021, ,Winter 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
55,330,Nuiqsut,151.4,55,400_55,0,7/23/2019,0,Tagged,70.1499,-150.9386,10/27/2019, ,Tagging 2019,1,NFA,Lower Colville,Colville
55,330,Nuiqsut,151.4,55,400_55,3,6/3/2020,56,TM,70.1181,-151.0055,6/3/2020,US,Spring 2020,0,NFA,Lower Colville,Colville
55,330,Nuiqsut,151.4,55,400_55,7,6/14/2021,62,TM,70.1181,-150.9994,6/14/2021, ,Spring 2021,0,NFA,Lower Colville,Colville
55,330,Nuiqsut,151.4,55,400_55,8,8/13/2021,47,TM,70.1171,-151.0001,8/13/2021, ,Summer 2021,0,NFA,Lower Colville,Colville
56,341,Anaktuvuk,151.4,56,400_56,0,7/23/2019,0,Tagged,69.188,-151.0196,7/30/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,1,10/18/2019,96,A,69.3905,-151.0793,10/18/2019,Downstream of confluance,Fall 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,2,4/25/2020,100,A,69.3835,-151.0689,4/25/2020, ,Winter 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,3,6/3/2020,123,A,69.1228,-151.1542,6/3/2020,Up tuluga,Spring 2020,1,Taluga,Upper Anaktuvuk,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,3,6/3/2020,107,A,69.1942,-151.0191,6/12/2020,Anaktuvuk upstream of confluence,Spring 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,4,7/30/2020,90,A,69.2236,-151.0079,7/30/2020,Downstream,Summer 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,4,7/30/2020,108,A,69.2267,-151.0473,8/11/2020, ,Summer 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,5,10/11/2020,84,A,69.4002,-151.0896,10/11/2020,Downstream,Fall 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,6,4/15/2021,105,A,69.3926,-151.0883,4/15/2021, ,Winter 2021,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,7,6/14/2021,94,A,69.4003,-151.0936,6/14/2021, ,Spring 2021,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
56,341,Anaktuvuk,151.4,56,400_56,8,8/13/2021,63,A,69.374,-151.0482,8/13/2021,Upstream,Summer 2021,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
57,320,Anaktuvuk,151.4,57,400_57,0,7/23/2019,0,Tagged,69.2168,-151.0003,7/30/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
57,320,Anaktuvuk,151.4,57,400_57,1,10/18/2019,99,A,69.5855,-151.464,10/18/2019,Colville downstream of anak mouth,Fall 2019,1,Colville DS Anaktuvuk,Middle Colville,Colville
57,320,Anaktuvuk,151.4,57,400_57,2,4/25/2020,89,D,69.6485,-151.4613,4/25/2020,Downriver between Anak and Kog,Winter 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
57,320,Anaktuvuk,151.4,57,400_57,3,6/3/2020,52,DD,69.6504,-151.4475,6/12/2020, ,Spring 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
57,320,Anaktuvuk,151.4,57,400_57,5,10/11/2020,62,DD,69.6428,-151.4599,10/11/2020, ,Fall 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
57,320,Anaktuvuk,151.4,57,400_57,6,4/15/2021,65,DD,69.6472,-151.4565,4/15/2021, ,Winter 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
58,413,Anaktuvuk,151.4,58,400_58,0,7/23/2019,0,Tagged,69.2828,-151.0237,7/30/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,1,10/18/2019,84,A,69.3142,-151.0004,10/18/2019,Downstream of confluence,Fall 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,2,4/25/2020,155,D,69.4646,-151.1995,4/25/2020,Downstream to near mouth,Winter 2020,1,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,3,6/3/2020,91,DD,69.4677,-151.2229,6/3/2020, ,Spring 2020,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,3,6/3/2020,81,DD,69.4651,-151.2108,6/12/2020, ,Spring 2020,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,4,7/30/2020,107,DD,69.4665,-151.2043,7/30/2020, ,Summer 2020,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,4,7/30/2020,87,DD,69.4646,-151.2064,8/11/2020, ,Summer 2020,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,5,10/11/2020,99,DD,69.4608,-151.1934,10/11/2020, ,Fall 2020,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,6,4/15/2021,154,DD,69.4658,-151.1941,4/15/2021, ,Winter 2021,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,7,6/14/2021,100,DD,69.465,-151.2024,6/14/2021, ,Spring 2021,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,8,8/13/2021,82,DD,69.463,-151.1945,8/13/2021, ,Summer 2021,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
58,413,Anaktuvuk,151.4,58,400_58,10,6/16/2022,47,DD,70.104,-152.4916,6/16/2022, ,Spring 2022,0,Out of Drainage,Out of Drainage,Out of Drainage
59,370,Anaktuvuk,151.4,59,400_59,0,7/23/2019,0,Tagged,69.188,-151.0196,7/30/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,1,10/18/2019,105,A,69.3174,-151.0071,10/18/2019,Confluence,Fall 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,2,4/25/2020,97,A,69.3109,-151.0026,4/25/2020, ,Winter 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,3,6/3/2020,101,A,69.2346,-150.9926,6/3/2020,Conflunce US,Spring 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,3,6/3/2020,88,A,69.1994,-151.0152,6/12/2020,US of confluence,Spring 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,4,7/30/2020,116,A,69.1667,-151.0398,7/30/2020,US,Summer 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,4,7/30/2020,86,A,69.1619,-151.0291,8/11/2020, ,Summer 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,5,10/11/2020,90,A,69.332,-150.9944,10/11/2020,DS to confluence,Fall 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
59,370,Anaktuvuk,151.4,59,400_59,6,4/15/2021,96,A,69.3087,-151.0195,4/15/2021,US,Winter 2021,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
60,357,Kikiakrorak,151.4,60,400_60,0,7/23/2019,0,Tagged,69.6483,-152.6396,7/29/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,1,10/18/2019,107,D,69.6928,-152.3432,10/18/2019, ,Fall 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,2,4/25/2020,118,DD,69.6913,-152.3466,4/25/2020, ,Winter 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,3,6/3/2020,80,DD,69.6952,-152.3378,6/3/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,3,6/3/2020,102,DD,69.6902,-152.3437,6/12/2020, ,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,4,7/30/2020,105,DD,69.6915,-152.3389,7/30/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,4,7/30/2020,89,DD,69.7042,-152.3358,8/11/2020, ,Summer 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,5,10/11/2020,100,DD,69.6933,-152.3366,10/11/2020, ,Fall 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
60,357,Kikiakrorak,151.4,60,400_60,7,6/14/2021,94,DD,69.3085,-151.0104,6/14/2021, ,Spring 2021,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
60,357,Kikiakrorak,151.4,60,400_60,8,8/13/2021,69,DD,69.3193,-151.024,8/13/2021, ,Summer 2021,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
61,328,Colville,151.4,61,400_61,0,7/23/2019,0,Tagged,69.4215,-151.6353,7/28/2019, ,Tagging 2019,1,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,0,7/23/2019,0,Tagged,68.9882,-153.0536,7/23/2019, ,Tagging 2019,1,Ninuluk,Other Colville Tribs,Other Colville Tribs
62,320,Ninuluk,151.4,62,400_62,1,10/18/2019,88,A,69.1904,-153.0349,10/18/2019,Colville upstream of Ninuluk mouth,Fall 2019,1,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,2,4/25/2020,79,A,69.1937,-153.0884,4/25/2020,Colville upstream of Ninuluk mouth,Winter 2020,1,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,3,6/3/2020,100,A,69.2218,-152.9237,6/12/2020,Colville at Ninuluk mouth,Spring 2020,1,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,4,7/30/2020,106,A,69.1747,-153.0865,7/30/2020,Lower Ninuluk or Colville,Summer 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,4,7/30/2020,55,A,69.0206,-153.0515,8/11/2020,Upper Ninuluk,Summer 2020,1,Ninuluk,Other Colville Tribs,Other Colville Tribs
62,320,Ninuluk,151.4,62,400_62,5,10/11/2020,78,A,69.1834,-153.1031,10/11/2020,Colville upstream of Ninuluk mouth,Fall 2020,1,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,6,4/15/2021,68,A,69.1775,-153.1103,4/15/2021,Colville upstream of Ninuluk mouth,Winter 2021,1,Colville US Anaktuvuk,Upper Colville,Colville
62,320,Ninuluk,151.4,62,400_62,7,6/14/2021,102,A,69.1076,-153.2068,6/14/2021,Lower Ninuluk,Spring 2021,1,Ninuluk,Other Colville Tribs,Other Colville Tribs
63,395,Anaktuvuk,151.4,63,400_63,0,7/23/2019,0,Tagged,68.8879,-151.1623,7/28/2019, ,Tagging 2019,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
63,395,Anaktuvuk,151.4,63,400_63,1,10/18/2019,71,A,70.0427,-151.2928,10/18/2019,Downriver over 100 miles to downstream of big bend,Fall 2019,1,NFA,Lower Colville,Colville
63,395,Anaktuvuk,151.4,63,400_63,2,4/25/2020,85,D,70.0395,-151.2954,4/25/2020, ,Winter 2020,1,NFA,Lower Colville,Colville
63,395,Anaktuvuk,151.4,63,400_63,3,6/3/2020,46,DD,70.0398,-151.2952,6/12/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
63,395,Anaktuvuk,151.4,63,400_63,4,7/30/2020,61,DD,70.0397,-151.2898,7/30/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
63,395,Anaktuvuk,151.4,63,400_63,5,10/11/2020,41,DD,69.3928,-151.8077,10/11/2020, ,Fall 2020,0,Colville US Anaktuvuk,Upper Colville,Colville
63,395,Anaktuvuk,151.4,63,400_63,6,4/15/2021,58,DD,70.0442,-151.2844,4/15/2021, ,Winter 2021,0,NFA,Lower Colville,Colville
63,395,Anaktuvuk,151.4,63,400_63,8,8/13/2021,63,DD,70.0403,-151.2813,8/13/2021, ,Summer 2021,0,NFA,Lower Colville,Colville
64,355,Anaktuvuk,151.4,64,400_64,0,7/23/2019,0,Tagged,68.8879,-151.1623,7/28/2019, ,Tagging 2019,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,1,10/18/2019,75,A,69.2758,-150.9892,10/18/2019,downstream to confluence,Fall 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,2,4/25/2020,81,A,69.2682,-151.0008,4/25/2020, ,Winter 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,3,6/3/2020,107,A,68.9436,-151.1898,6/3/2020,Upper Anak near tagging,Spring 2020,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,3,6/3/2020,86,A,68.8897,-151.1542,6/12/2020,upstream at tagging location,Spring 2020,0,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,4,7/30/2020,94,A,68.8807,-151.1478,7/30/2020, ,Summer 2020,0,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,4,7/30/2020,117,A,68.8797,-151.1582,8/11/2020, ,Summer 2020,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,5,10/11/2020,81,A,69.2647,-151.0359,10/11/2020,downstream to confluence,Fall 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,6,4/15/2021,79,A,69.2676,-151.0284,4/15/2021, ,Winter 2021,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,7,6/14/2021,79,A,68.9001,-151.1719,6/14/2021,Upstream near tagging,Spring 2021,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
64,355,Anaktuvuk,151.4,64,400_64,8,8/13/2021,108,A,68.8881,-151.1089,8/13/2021,Upstream near tagging,Summer 2021,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
65,415,Anaktuvuk,151.4,65,400_65,0,7/23/2019,0,Tagged,69.2828,-151.0237,7/30/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
65,415,Anaktuvuk,151.4,65,400_65,1,10/18/2019,73,A,70.088,-151.5527,10/18/2019,Big Bend,Fall 2019,1,NFA,Lower Colville,Colville
65,415,Anaktuvuk,151.4,65,400_65,2,4/25/2020,63,A,70.0557,-151.1256,4/25/2020,Downstream to near Itkillik,Winter 2020,1,NFA,Lower Colville,Colville
65,415,Anaktuvuk,151.4,65,400_65,3,6/3/2020,91,A,69.7689,-150.8603,6/3/2020,Up the Itkillik,Spring 2020,1,Lower Itkillik,Itkillik,Itkillik
65,415,Anaktuvuk,151.4,65,400_65,3,6/3/2020,40,A,69.8022,-151.3754,6/12/2020,"Unsure, only one detect at Colville slough",Spring 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
65,415,Anaktuvuk,151.4,65,400_65,4,7/30/2020,114,A,69.4605,-151.1732,7/30/2020,Lower Anaktuvuk,Summer 2020,1,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
65,415,Anaktuvuk,151.4,65,400_65,4,7/30/2020,89,A,69.4654,-151.2101,8/11/2020, ,Summer 2020,0,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
65,415,Anaktuvuk,151.4,65,400_65,5,10/11/2020,85,A,70.0378,-151.445,10/11/2020,Big Bend,Fall 2020,1,NFA,Lower Colville,Colville
65,415,Anaktuvuk,151.4,65,400_65,7,6/14/2021,63,A,69.9421,-151.4573,6/14/2021,Lower Colville slough,Spring 2021,1,Colville DS Anaktuvuk,Middle Colville,Colville
65,415,Anaktuvuk,151.4,65,400_65,8,8/13/2021,83,A,69.461,-151.1867,8/13/2021,"Lower Anaktuvuk, same location as previous August",Summer 2021,1,Lower Anaktuvuk,Lower Anaktuvuk,Anaktuvuk
66,345,Anaktuvuk,151.4,66,400_66,0,7/23/2019,0,Tagged,69.4028,-151.1073,7/26/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
66,345,Anaktuvuk,151.4,66,400_66,1,10/18/2019,86,A,69.7594,-151.5258,10/18/2019,Between Anaktuvuk and kog,Fall 2019,1,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,2,4/25/2020,106,D,69.7587,-151.5017,4/25/2020, ,Winter 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,3,6/3/2020,78,DD,69.7685,-151.5215,6/3/2020, ,Spring 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,4,7/30/2020,80,DD,69.7695,-151.5126,7/30/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,4,7/30/2020,67,DD,69.7729,-151.4976,8/11/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,5,10/11/2020,77,DD,69.7641,-151.5196,10/11/2020, ,Fall 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,6,4/15/2021,88,DD,69.7705,-151.5122,4/15/2021, ,Winter 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,8,8/13/2021,63,DD,69.7709,-151.5125,8/13/2021, ,Summer 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
66,345,Anaktuvuk,151.4,66,400_66,10,6/16/2022,66,DD,69.7693,-151.5125,6/16/2022, ,Spring 2022,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,0,7/23/2019,0,Tagged,69.3675,-152.0869,7/25/2019, ,Tagging 2019,1,Colville US Anaktuvuk,Upper Colville,Colville
67,325,Colville,151.4,67,400_67,1,10/18/2019,104,TM,69.7007,-151.4999,10/18/2019, ,Fall 2019,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,2,4/25/2020,116,TM,69.6996,-151.4951,4/25/2020, ,Winter 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,3,6/3/2020,31,TM,69.6999,-151.5002,6/3/2020, ,Spring 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,3,6/3/2020,89,TM,69.7067,-151.4823,6/12/2020, ,Spring 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,4,7/30/2020,65,TM,69.6997,-151.4976,7/30/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,4,7/30/2020,70,TM,69.6998,-151.4749,8/11/2020, ,Summer 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,5,10/11/2020,99,TM,69.7039,-151.5139,10/11/2020, ,Fall 2020,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,6,4/15/2021,93,TM,69.7009,-151.4991,4/15/2021, ,Winter 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,7,6/14/2021,51,TM,69.6971,-151.4837,6/14/2021, ,Spring 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
67,325,Colville,151.4,67,400_67,8,8/13/2021,44,TM,69.6984,-151.5102,8/13/2021, ,Summer 2021,0,Colville DS Anaktuvuk,Middle Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,0,7/23/2019,0,Tagged,69.669,-152.5873,7/29/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
68,331,Kikiakrorak,151.4,68,400_68,1,10/18/2019,112,A,69.9666,-151.7358,10/18/2019,Lower Kik,Fall 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
68,331,Kikiakrorak,151.4,68,400_68,2,4/25/2020,81,D,70.0157,-151.568,4/25/2020,Colville just downstream of kik mouth,Winter 2020,1,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,3,6/3/2020,106,DD,70.0331,-151.5581,6/3/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,3,6/3/2020,66,DD,70.0372,-151.5501,6/12/2020, ,Spring 2020,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,4,7/30/2020,56,DD,70.0429,-151.5651,7/30/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,4,7/30/2020,80,DD,70.0362,-151.5728,8/11/2020, ,Summer 2020,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,5,10/11/2020,75,DD,70.0419,-151.5617,10/11/2020, ,Fall 2020,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,6,4/15/2021,145,DD,70.0341,-151.5797,4/15/2021, ,Winter 2021,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,7,6/14/2021,77,DD,70.0431,-151.5649,6/14/2021, ,Spring 2021,0,NFA,Lower Colville,Colville
68,331,Kikiakrorak,151.4,68,400_68,8,8/13/2021,89,DD,70.0566,-151.5774,8/13/2021, ,Summer 2021,0,NFA,Lower Colville,Colville
69,346,Anaktuvuk,151.4,69,400_69,0,7/23/2019,0,Tagged,69.2168,-151.0003,7/30/2019, ,Tagging 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
70,325,Kikiakrorak,151.4,70,400_70,0,7/23/2019,0,Tagged,69.6316,-152.6922,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
70,325,Kikiakrorak,151.4,70,400_70,1,10/18/2019,65,A,70.0896,-151.5392,10/18/2019,Big bend,Fall 2019,1,NFA,Lower Colville,Colville
70,325,Kikiakrorak,151.4,70,400_70,2,4/25/2020,59,D,70.0404,-151.2833,4/25/2020,Downstream of Big bend,Winter 2020,1,NFA,Lower Colville,Colville
71,360,Anaktuvuk,151.4,71,400_71,0,7/23/2019,0,Tagged,68.8879,-151.1623,7/28/2019, ,Tagging 2019,1,Upper Anaktuvuk,Upper Anaktuvuk,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,1,10/18/2019,125,A,69.3346,-150.9876,10/18/2019,just downstream of confluence,Fall 2019,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,2,4/25/2020,127,D,69.3281,-150.987,4/25/2020, ,Winter 2020,1,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,3,6/3/2020,89,DD,69.3328,-151.0058,6/3/2020, ,Spring 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,3,6/3/2020,93,DD,69.3417,-151.0045,6/12/2020, ,Spring 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,4,7/30/2020,98,DD,69.3335,-151.0004,7/30/2020, ,Summer 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,4,7/30/2020,95,DD,69.3312,-151.0022,8/11/2020, ,Summer 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,5,10/11/2020,118,DD,69.3388,-150.9823,10/11/2020, ,Fall 2020,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,6,4/15/2021,91,DD,69.3322,-151.0108,4/15/2021, ,Winter 2021,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,7,6/14/2021,100,DD,69.3293,-151.0022,6/14/2021, ,Spring 2021,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
71,360,Anaktuvuk,151.4,71,400_71,8,8/13/2021,87,DD,69.3325,-151.0115,8/13/2021, ,Summer 2021,0,Anaktuvuk Confluence,Anaktuvuk Confluence,Anaktuvuk
72,326,Kikiakrorak,151.4,72,400_72,0,7/23/2019,0,Tagged,69.69,-152.3613,7/24/2019, ,Tagging 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
72,326,Kikiakrorak,151.4,72,400_72,1,10/18/2019,99,A,69.89,-151.7729,10/18/2019,Lower Kik,Fall 2019,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
72,326,Kikiakrorak,151.4,72,400_72,2,4/25/2020,87,A,69.9475,-151.5728,4/25/2020,Colville near Kog mouth,Winter 2020,1,Colville DS Anaktuvuk,Middle Colville,Colville
72,326,Kikiakrorak,151.4,72,400_72,3,6/3/2020,94,A,69.7207,-152.2304,6/3/2020,mid kik,Spring 2020,0,Kikiakrorak,Kikiakrorak,Kikiakrorak
72,326,Kikiakrorak,151.4,72,400_72,3,6/3/2020,91,A,69.5749,-152.7752,6/12/2020,Upper Kik,Spring 2020,1,Kikiakrorak,Kikiakrorak,Kikiakrorak
